fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2017-12-31,USD,30102000000,9500000000,920000000,920000000,4919000000,None,20602000000,3974000000,0,12807000000,12807000000,0,None,7636435191.07,123000000,409657082.81,610000000,18412000000,7253000000,None,None,None,2378000000,11159000000,0,7647000000,5278051918.03,None,10025000000,1442124291.91,0,9922000000,-2178000000,5422000000,789000000,721500000,DEO
2017-09-30,USD,30102000000,9500000000,920000000,920000000,4919000000,None,None,3953000000,None,12807000000,12807000000,None,None,3102000000,None,123000000,None,18412000000,7253000000,None,None,None,2144000000,None,None,7647000000,2144000000,None,None,733000000,None,9922000000,None,7600000000,789000000,1863455300,DEO
2017-06-30,USD,28848000000,8652000000,1191000000,1191000000,4788000000,None,20196000000,5216192000,None,9843000000,9843000000,2723000000,None,2896000000,81000000,311880000,658000000,16820000000,6660000000,None,None,None,2459000000,10160000000,None,8758631000,2111000000,None,9042000000,3269543000,None,13401744000,-2827712000,5475000000,1035702000,2904100400,DEO
2017-03-31,USD,28848000000,8652000000,1191000000,1191000000,4788000000,None,None,4014000000,None,9843000000,9843000000,2723000000,None,2896000000,24000000,57000000,None,16820000000,6660000000,None,None,None,9225000000,None,None,6583000000,9225000000,None,None,1128000000,None,10313000000,None,7651000000,797000000,6921437700,DEO
2016-12-31,USD,30230000000,9727000000,1254000000,1254000000,4741000000,None,20503000000,4924930000,None,12911000000,12911000000,None,None,3155000000,126000000,159147000,507000000,18977000000,7565000000,None,None,None,2743000000,11412000000,None,9255217000,10491000000,None,10245000000,510752000,None,11688074000,-2727711000,4557000000,983259000,721500000,DEO
2016-09-30,USD,30230000000,9727000000,1254000000,1254000000,4741000000,None,None,None,None,None,None,None,None,3155000000,126000000,3000000,None,18977000000,7565000000,None,None,None,10491000000,None,None,7510000000,10491000000,None,None,883000000,None,None,None,6768000000,2145000000,1974954300,DEO
2016-06-30,USD,28491000000,8852000000,1089000000,1089000000,4579000000,None,19639000000,5139220000,None,9671000000,9671000000,2699000000,None,2677000000,148000000,909726000,562000000,18311000000,6187000000,None,None,None,2058000000,12124000000,None,10969673000,1639000000,None,10129000000,3766025000,None,11295426000,-2898674000,3761000000,1055388000,2227720700,DEO
2021-09-30,USD,2968791000000,1253433000000,409918000000,409918000000,None,None,None,None,None,None,None,None,None,932726000000,None,None,None,2762102000000,2273953000000,None,None,None,None,None,None,None,None,None,82903000000,139767000000,None,198144000000,None,146774000000,10376000000,4168235294,HSBC
2021-06-30,USD,2976005000000,1240599000000,402965000000,402965000000,None,None,None,None,None,None,None,None,None,982171000000,None,None,None,2769241000000,2282041000000,None,None,None,None,None,None,None,None,None,104992000000,157446000000,None,198218000000,None,144319000000,10376000000,4045200000,HSBC
2021-03-31,USD,2958629000000,1238063000000,384448000000,384448000000,None,None,None,None,None,None,None,None,None,988115000000,None,None,None,2750913000000,2259603000000,None,None,None,None,None,None,None,None,None,96039000000,133996000000,None,199210000000,None,143817000000,10375000000,4067000000,HSBC
2020-12-31,USD,2984164000000,1237084000000,328726000000,328726000000,None,None,None,14414000000,None,14562000000,14562000000,5881000000,None,1112612000000,244618000000,139221000000,-1107049000000,2779169000000,2433438000000,None,None,None,190081000000,None,None,None,None,None,253661000000,185914000000,None,196443000000,None,140572000000,10347000000,4032800000,HSBC
2020-09-30,USD,2955935000000,1023720000000,285508000000,285508000000,None,None,None,None,None,None,None,None,None,1036588000000,None,None,None,2755674000000,2026030000000,None,None,None,None,None,None,None,None,None,102406000000,80338000000,None,191904000000,None,None,191904000000,4032800000,HSBC
2020-06-30,USD,2922798000000,1197009000000,255962000000,255962000000,None,None,None,None,None,None,None,None,None,1083439000000,None,None,None,2727577000000,2217903000000,None,None,None,None,None,None,None,None,None,133735000000,126568000000,None,187036000000,None,141809000000,10346000000,4034400000,HSBC
2020-03-31,USD,2917810000000,154099000000,187386000000,187386000000,None,None,None,None,None,None,None,None,None,1074235000000,None,None,None,2719539000000,104555000000,None,None,None,104555000000,None,None,99410000000,None,None,99410000000,74410000000,None,189771000000,None,None,189771000000,4049000000,HSBC
2019-12-31,USD,2715152000000,154099000000,173885000000,173885000000,None,None,None,14702000000,None,14573000000,14573000000,5590000000,None,976511000000,254521000000,114580000000,-1011376000000,2522484000000,261091000000,None,None,None,142935000000,None,None,129155000000,227296000000,None,273832000000,184847000000,None,183955000000,None,136679000000,10319000000,4029800000,HSBC
2019-09-30,USD,2728347000000,162843000000,151185000000,151185000000,None,None,None,None,None,None,None,None,None,998761000000,214837000000,None,None,2530560000000,85342000000,None,None,None,85342000000,None,None,98486000000,None,None,98486000000,89378000000,None,189517000000,None,None,189517000000,4029800000,HSBC
2019-06-30,USD,2751273000000,162843000000,179763000000,179763000000,None,None,None,None,None,25733000000,25733000000,None,None,998081000000,245852000000,None,None,2550399000000,218581000000,None,None,None,121201000000,None,None,126557000000,None,None,126557000000,141472000000,None,192676000000,None,142593000000,10281000000,4016400000,HSBC
2019-03-31,USD,2658996000000,877267000000,172731000000,172731000000,None,None,None,None,None,None,None,None,None,926611000000,227029000000,None,None,2462668000000,1725623000000,None,None,None,None,None,None,99038000000,None,None,99038000000,92290000000,None,188362000000,None,None,188362000000,4035400000,HSBC
2018-12-31,USD,2558124000000,162843000000,182383000000,182383000000,None,None,None,10060000000,None,11371000000,11371000000,12986000000,None,499093000000,252697000000,97552000000,-919585000000,2363875000000,218581000000,None,None,None,121201000000,None,None,178527000000,219180000000,None,231026000000,167733000000,None,163886000000,None,138191000000,10180000000,4104210526,HSBC
2018-09-30,USD,2603035000000,180624000000,166843000000,166843000000,None,None,None,None,None,None,None,None,None,432201000000,210028000000,None,None,2409803000000,64546000000,None,None,None,64546000000,None,None,403374000000,None,None,82095000000,80512000000,None,185351000000,None,None,185351000000,4104210526,HSBC
2018-06-30,USD,2607314000000,180624000000,197923000000,197923000000,739000000,None,None,None,None,23722000000,23722000000,None,None,485440000000,222328000000,None,None,2416020000000,144639000000,None,None,None,98732000000,None,None,414592000000,485568000000,None,104312000000,129294000000,None,163034000000,None,140908000000,10159000000,4114666667,HSBC
2018-03-31,USD,2652123000000,180624000000,184445000000,184445000000,None,None,None,None,None,None,None,None,None,433842000000,213107000000,None,None,2448561000000,64546000000,None,None,None,64546000000,None,None,390104000000,607006000000,None,71482000000,83364000000,None,195924000000,None,None,195924000000,4114666667,HSBC
2017-12-31,USD,2521771000000,180624000000,200380000000,200380000000,781000000,None,None,10027000000,None,9865000000,9865000000,13588000000,None,475462000000,211777000000,63489000000,-918852000000,2323900000000,144639000000,None,None,None,98732000000,None,None,133918000000,169105000000,None,211458000000,197688000000,None,168000000000,None,139999000000,10160000000,3944000000,HSBC
2017-09-30,USD,2526214000000,128009000000,162555000000,162555000000,669000000,None,None,None,None,None,None,None,None,412850000000,184920000000,669000000,None,2327470000000,65915000000,None,None,None,65915000000,None,None,277141000000,490410000000,None,59740000000,229054000000,None,191013000000,None,None,191013000000,3944000000,HSBC
2017-06-30,USD,2492443000000,128009000000,170482000000,170482000000,2301000000,None,None,None,None,22653000000,22653000000,None,None,466329000000,206046000000,2301000000,None,2296657000000,138644000000,None,None,None,97143000000,None,None,116445000000,546384000000,None,84502000000,243949000000,None,188396000000,None,140837000000,10188000000,3912500000,HSBC
2017-03-31,USD,2416467000000,128009000000,132265000000,132265000000,2925000000,None,None,None,None,None,None,None,None,440757000000,193014000000,2925000000,None,2230441000000,65915000000,None,None,None,65915000000,None,None,276453000000,503177000000,None,66877000000,199891000000,None,178784000000,None,None,178784000000,3912500000,HSBC
2016-12-31,USD,2374986000000,128009000000,133012000000,133012000000,4389000000,None,None,9373000000,None,9016000000,9016000000,12330000000,None,512731000000,165754000000,63870000000,-1006431000000,2192408000000,138644000000,None,None,None,97143000000,None,None,199822000000,125587000000,None,198085000000,170755000000,None,175386000000,None,136795000000,10096000000,4036363636,HSBC
2016-09-30,USD,2557261000000,98934000000,120270000000,120270000000,2036000000,None,None,None,None,None,None,12330000000,None,480966000000,192061000000,2036000000,None,2361949000000,88949000000,None,None,None,88949000000,None,None,268153000000,597251000000,None,71650000000,209360000000,None,188108000000,None,136795000000,188108000000,3989840732,HSBC
2021-07-31,USD,6032416000,4508102000,698548000,4135489000,None,237457000,1524265000,83643000,16219000,36489000,28089000,8400000,4392952000,956011000,3436941000,135156000,176974000,1067451000,875738000,9475000,708858000,None,20641000,191713000,194897000,None,None,None,194897000,143864000,10357000,4964965000,None,-1632360000,30000,297717099,SNOW
2021-04-30,USD,5929010000,4221336000,644674000,3930425000,None,166337000,1707674000,77075000,14780000,38221000,29772000,8449000,4463426000,1177675000,3285751000,124574000,142788000,970689000,776998000,4371000,638736000,None,20734000,193691000,200530000,None,None,None,200530000,116807000,10245000,4958321000,None,-1442641000,30000,295790115,SNOW
2021-01-31,USD,5921739000,4300652000,820177000,3908064000,None,295817000,1621087000,68968000,11954000,24491000,16091000,8449000,4253162000,1165275000,3087887000,98571000,89322000,985268000,789264000,5647000,642846000,None,19650000,196004000,204537000,None,None,None,204537000,125315000,6923000,4936471000,None,-1239421000,28000,287917604,SNOW
2020-10-31,USD,5712889000,4986771000,3939925000,4754048000,None,172082000,726118000,53650000,9657000,23269000,14820000,8449000,1161526000,347403000,814123000,63741000,38702000,745074000,547659000,5061000,441704000,None,None,197415000,206051000,None,None,None,206051000,104371000,7220000,4967815000,None,-1040486000,28000,283119545,SNOW
2021-09-30,USD,13582003000,12220917000,5994698000,5994698000,None,None,1361086000,173876000,None,57981000,57981000,653639000,None,None,1926005000,359720000,195532000,9133069000,6559314000,None,None,None,65578000,2573755000,449502000,1981496000,None,None,2430998000,6396643000,592259000,4448934000,None,-6412242000,62000,681916000,ABNB
2021-06-30,USD,15484810000,14095982000,5672682000,5672682000,None,None,1388828000,482322000,None,63653000,63653000,654554000,None,None,1755257000,366348000,188299000,12091609000,9496350000,None,None,None,51112000,2595259000,463294000,1980455000,None,None,2443749000,9347569000,202622000,3393201000,None,-7246135000,62000,611739000,ABNB
2021-03-31,USD,12339077000,10926641000,4482641000,4482641000,None,None,1412436000,511973000,None,69325000,69325000,654017000,None,None,2086666000,342458000,177121000,9179654000,6573192000,None,None,None,54867000,2606462000,477626000,1979398000,None,None,2457024000,6401637000,204305000,3159423000,None,-7177918000,61000,600960000,ABNB
2020-12-31,USD,10491499000,8916386000,5480557000,5480557000,None,None,1575113000,654262000,None,75886000,75886000,655801000,None,None,910700000,343800000,189164000,7589716000,5139779000,None,None,None,83341000,2449937000,487491000,1815562000,26755000,None,1898903000,4976540000,203470000,2901783000,None,-6005707000,60000,345755000,ABNB
2020-09-30,USD,8728479000,7212208000,2664390000,2664390000,None,None,1516271000,615693000,None,74567000,74567000,653766000,None,None,1830821000,362547000,172245000,8407255000,5918050000,None,None,None,62711000,2489205000,442790000,1811302000,27856000,None,1874013000,5809367000,297824000,321224000,None,-4852059000,53000,611739000,ABNB
2020-06-30,None,10491499000,8916386000,5480557000,5480557000,None,None,1575113000,None,None,75886000,75886000,655801000,None,None,910700000,None,189164000,7589716000,5139779000,None,None,None,56586000,2449937000,None,None,None,None,487491000,None,None,None,None,None,None,600960000,ABNB
2020-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,530945000,ABNB
2019-12-31,USD,8310119000,6561443000,2013547000,2013547000,None,None,1748676000,686867000,None,102912000,102912000,652088000,None,None,1060726000,3150835000,306809000,9117804000,5233764000,None,None,None,38022000,3884040000,419396000,None,None,None,419396000,4242300000,271164000,-807685000,None,-1420991000,26000,260556000,ABNB
2021-09-30,USD,60530000000,5041900000,3277200000,3277200000,None,1012200000,41220000000,23290000000,None,29249200000,18768400000,10480800000,None,None,None,685200000,395400000,50841600000,6524100000,217400000,1448200000,2106400000,2840700000,42387300000,8597500000,2327200000,2106400000,6200000000,2327200000,2017800000,1157600000,5411200000,1282400000,-960400000,4700000,455409000,AMT
2021-06-30,USD,58982900000,3356000000,1928000000,1928000000,None,962000000,41410400000,23409700000,None,29360400000,18785000000,10575400000,None,None,None,410900000,401800000,51950100000,5952100000,193800000,549700000,2636000000,3359500000,44104200000,8759500000,2335500000,2636000000,9900000000,2335500000,1849100000,1126700000,5754200000,1282400000,-1085000000,4700000,455031000,AMT
2021-03-31,USD,46942500000,3021600000,1913600000,1913600000,None,698500000,31208400000,20432400000,None,20769700000,13507300000,7262400000,None,None,None,351400000,394100000,42390700000,4196600000,130100000,506500000,1336500000,1892300000,36619500000,7368700000,2340100000,1336500000,6100000000,2340100000,1667700000,961600000,3883400000,1282400000,-1251800000,4600000,444793000,AMT
2020-12-31,USD,47233500000,2905600000,1746300000,1746300000,None,688500000,31525700000,20597900000,None,21122500000,13839800000,7282700000,None,None,None,404500000,400100000,42453000000,3655500000,139100000,966700000,23757000000,22967200000,38210800000,23000000,3146200000,789800000,31400000000,26113400000,1796100000,984600000,4093500000,1282400000,-1343000000,4600000,444330000,AMT
2020-09-30,USD,41462200000,2852500000,1626000000,1626000000,None,686900000,26966100000,18895600000,None,17365900000,11517300000,5848600000,None,None,None,482300000,315200000,36718200000,3266100000,117000000,324400000,771300000,1258600000,32075000000,6911700000,2351100000,771300000,26600000000,2351100000,1566100000,869200000,3731700000,1282400000,-1168800000,4500000,444190000,AMT
2020-06-30,USD,41515900000,3226600000,2038100000,2038100000,None,684000000,26743600000,18479800000,None,17436200000,11613800000,5822400000,None,None,None,535300000,393400000,36913300000,5944900000,108200000,400200000,3366000000,3860300000,29621000000,6581100000,2361100000,3366000000,6500000000,2361100000,894500000,880800000,3620300000,1282400000,-1125100000,4500000,443561000,AMT
2020-03-31,USD,40789100000,2504900000,1326000000,1326000000,None,695300000,26832900000,18419600000,None,17549400000,11600600000,5948800000,None,None,None,480700000,407000000,36183100000,5154400000,120600000,408500000,2640000000,3116800000,23569400000,6614600000,21779200000,2640000000,25000000000,21779200000,885300000,901000000,3634400000,1271500000,-1082500000,4500000,443332000,AMT
2019-12-31,USD,42801600000,2553800000,1501200000,1501200000,None,604500000,28164500000,19441800000,None,18496700000,12318400000,6178300000,None,None,None,513600000,406400000,36214700000,5487700000,148100000,820200000,6008500000,3080300000,23769500000,24000000,1900000000,2928200000,7500000000,3082200000,788800000,937000000,5055400000,1226400000,-1016800000,4500000,442890000,AMT
2019-09-30,USD,39307200000,2362000000,1352600000,1352600000,None,565700000,36946200000,11283200000,7019100000,16377200000,10895800000,5481400000,None,None,None,472000000,248900000,32937300000,4787400000,136200000,302900000,2443600000,2918700000,20449400000,23100000,2756900000,2443600000,22400000000,2756900000,778000000,870900000,5240400000,1206800000,-1130100000,4500000,442386000,AMT
2019-06-30,USD,39072700000,2232400000,1192200000,1192200000,None,579400000,36841400000,11268600000,6890600000,16453000000,10895200000,5557800000,None,None,None,486900000,263800000,32439400000,4821600000,144900000,334800000,2442200000,2939100000,20030100000,22300000,2779100000,2442200000,21800000000,2779100000,831700000,868000000,5477500000,1206800000,-1206200000,4500000,442386000,AMT
2019-03-31,USD,38926800000,2062300000,1004800000,1023200000,None,604300000,29652200000,11202600000,6664700000,16581000000,11042800000,5538200000,18100000,18400000,18400000,471200000,279100000,32437500000,4411900000,130000000,None,2097200000,2595600000,19971500000,21800000,2839100000,2097200000,21500000000,2839100000,791400000,864400000,5347000000,1206800000,-1226400000,4500000,441968000,AMT
2018-12-31,USD,33010400000,2385100000,1208700000,1208700000,None,585100000,30468600000,11247100000,6470100000,16676200000,11174300000,5501900000,None,None,0,621200000,962600000,26106000000,4689900000,130800000,304100000,20781800000,18027000000,20935300000,None,3132900000,2754800000,18405100000,21159900000,304100000,1265100000,5336100000,1206800000,-1199500000,4500000,441060000,AMT
2018-09-30,USD,33077200000,2437000000,1026500000,1094700000,None,660900000,30467100000,10996300000,None,16945100000,11481700000,5463400000,67700000,68200000,68200000,831200000,978300000,26193700000,4579700000,122900000,None,2841300000,3483900000,19711300000,None,17816100000,2841300000,18422900000,21300000000,276600000,1288400000,5350700000,1163200000,-1104300000,4500000,440775000,AMT
2018-06-30,USD,33205700000,2127100000,834500000,915300000,None,659500000,30894900000,11067000000,None,17284800000,11758200000,5526600000,80200000,80800000,80800000,704900000,1024500000,26069800000,4562900000,137000000,328600000,2791800000,20937500000,19568900000,None,23791800000,2791800000,18322000000,21113800000,328600000,1246900000,5550700000,1074000000,-1121600000,4500000,441186000,AMT
2018-03-31,USD,34372700000,2797400000,1125400000,1514800000,None,668600000,31382400000,11294800000,None,17587300000,11940200000,5647100000,386700000,389400000,389400000,724700000,990300000,26366200000,4544700000,118700000,331400000,2803200000,10168800000,19814800000,None,11203200000,2803200000,18568800000,21372000000,331400000,1246000000,6334200000,974000000,-1085700000,4500000,441596000,AMT
2017-12-31,USD,33214300000,2038100000,802100000,803100000,None,621500000,31055500000,11101000000,5848900000,17421700000,11783300000,5638400000,None,1000000,1000000,568600000,950100000,25260000000,2512100000,142900000,778000000,774800000,3710600000,21918700000,None,16494500000,774800000,19430300000,20205100000,268800000,1244200000,6241500000,974000000,-1058100000,4400000,428820000,AMT
2017-09-30,USD,32319300000,1963574000,799500000,800532000,None,617769000,30133993000,10795057000,None,16952673000,11580994000,5371679000,None,None,1032000,499241000,931483000,24062920000,2260236000,119745000,288884000,687382000,19122188000,19771867000,None,20487382000,687382000,18581381000,19268763000,288884000,1190486000,6518127000,884610000,-975158000,4375000,429243720,AMT
2017-06-30,USD,32138200000,1802759000,770000000,771012000,None,453891000,30121869000,10725707000,None,17099831000,11728666000,5371165000,None,None,1012000,566386000,888853000,23937228000,3278911000,102726000,283486000,1732035000,10709937000,18681483000,None,8532035000,1732035000,17509937000,19241972000,283486000,1171546000,6482709000,849064000,-989153000,4372000,429174983,AMT
2017-03-31,USD,32057400000,1711187000,712800000,718094000,None,448732000,30139871000,10717160000,None,17206716000,11826886000,5379830000,None,None,5294000,477665000,863353000,23542561000,3209058000,109424000,284215000,1707330000,18751602000,18369539000,None,21007330000,1707330000,17182754000,18890084000,284215000,1186785000,6852474000,432731000,-1053706000,4309000,426247652,AMT
2016-12-31,USD,30879200000,1689900000,787200000,791200000,None,366030000,29077338000,10517300000,5134500000,16345300000,11274600000,5070700000,None,4000000,4000000,441033000,841500000,22811700000,1631300000,118700000,702659000,238806000,35000,20580105000,None,18533465000,238800000,18294700000,18533500000,245387000,1142600000,6763900000,207700000,-1076965000,4300000,427102510,AMT
2021-09-30,USD,64993000000,24380000000,11969000000,13786000000,4152000000,4765000000,40613000000,4982000000,9200000000,29324000000,14659000000,14665000000,12275000000,None,1817000000,2542000000,6307000000,56776000000,14842000000,1171000000,None,4288000000,4288000000,41934000000,None,37579000000,4288000000,33291000000,37579000000,9383000000,2160000000,8217000000,None,-22964000000,31989000000,565000000,AMGN
2021-06-30,USD,59773000000,19099000000,6630000000,8485000000,4115000000,4479000000,40674000000,4906000000,9100000000,29984000000,15308000000,14676000000,7159000000,None,1855000000,2423000000,5784000000,51526000000,14585000000,1277000000,None,4324000000,4324000000,36941000000,None,32800000000,4324000000,28458000000,32800000000,8984000000,2055000000,8247000000,None,-22762000000,31877000000,569600000,AMGN
2021-03-31,USD,62539000000,21299000000,6112000000,10960000000,4017000000,4423000000,41240000000,4855000000,9100000000,30620000000,15947000000,14673000000,10115000000,None,4848000000,2293000000,5765000000,53205000000,12869000000,1396000000,None,1556000000,1556000000,40336000000,None,32685000000,1556000000,31129000000,32685000000,9917000000,2170000000,9334000000,None,-21639000000,31806000000,575300000,AMGN
2020-12-31,USD,62948000000,21144000000,6266000000,11124000000,3893000000,5324000000,42212000000,4889000000,9000000000,31276000000,16587000000,14689000000,10322000000,None,4858000000,2079000000,5639000000,53539000000,11653000000,1421000000,None,91000000,91000000,42192000000,None,32986000000,91000000,32895000000,32986000000,10141000000,2023000000,9409000000,None,-21408000000,31802000000,578300000,AMGN
2020-09-30,USD,64637000000,22661000000,9087000000,12736000000,3942000000,4094000000,41976000000,4816000000,8800000000,31928000000,17254000000,14674000000,11965000000,None,3649000000,2265000000,5232000000,53678000000,9953000000,1161000000,None,91000000,91000000,43725000000,None,34287000000,91000000,34196000000,34287000000,8701000000,1759000000,10959000000,None,-19851000000,31713000000,583500000,AMGN
2020-06-30,USD,65011000000,22895000000,9145000000,11718000000,3840000000,5366000000,42116000000,4843000000,8700000000,32626000000,17948000000,14678000000,11031000000,None,2573000000,2268000000,4647000000,54352000000,10523000000,1150000000,None,91000000,91000000,43829000000,None,34224000000,91000000,34133000000,34224000000,None,1881000000,10659000000,None,-20168000000,31610000000,586400000,AMGN
2020-03-31,USD,61669000000,18813000000,7687000000,8232000000,3682000000,5009000000,42856000000,4879000000,8500000000,33336000000,18653000000,14683000000,7514000000,None,545000000,2110000000,4641000000,52184000000,11827000000,1338000000,None,1840000000,1840000000,40357000000,None,31848000000,1840000000,30008000000,31848000000,None,1811000000,9485000000,None,-21378000000,31525000000,588000000,AMGN
2019-12-31,USD,59707000000,18440000000,6037000000,9214000000,3584000000,4652000000,41736000000,4928000000,8357000000,34116000000,19413000000,14703000000,8537000000,799000000,3177000000,1888000000,2223000000,50034000000,12835000000,1371000000,None,3093000000,2953000000,36981000000,None,29903000000,2953000000,26950000000,29903000000,1510000000,2212000000,9673000000,None,-21330000000,31531000000,591400000,AMGN
2019-09-30,USD,59535000000,31051000000,11415000000,21130000000,3243000000,3606000000,28906000000,4901000000,8200000000,21407000000,6702000000,14705000000,20504000000,766000000,9715000000,3349000000,2176000000,48608000000,10737000000,1005000000,None,2184000000,2049000000,37557000000,None,29791000000,2049000000,27742000000,29791000000,None,1543000000,10927000000,None,-20136000000,31451000000,596200000,AMGN
2019-06-30,USD,59373000000,30746000000,5525000000,22045000000,3176000000,3801000000,29057000000,4882000000,8100000000,21502000000,6813000000,14689000000,21404000000,768000000,16520000000,2011000000,2243000000,48579000000,10622000000,1001000000,None,2950000000,2816000000,37557000000,None,30614000000,2816000000,27798000000,30614000000,None,1535000000,10794000000,None,-20054000000,31313000000,602100000,AMGN
2019-03-31,USD,63997000000,35151000000,7358000000,26547000000,3016000000,3771000000,28846000000,4892000000,7900000000,21816000000,7124000000,14692000000,25898000000,706000000,19189000000,2063000000,2138000000,53165000000,12706000000,1091000000,None,3705000000,3705000000,40459000000,None,33024000000,3705000000,29319000000,33024000000,None,1460000000,10832000000,None,-19895000000,31243000000,614400000,AMGN
2018-12-31,USD,66416000000,37618000000,6945000000,29480000000,2940000000,3580000000,28798000000,4958000000,7796000000,22142000000,7443000000,14699000000,28900000000,683000000,22535000000,1794000000,1698000000,53916000000,13488000000,1207000000,None,4419000000,4419000000,40428000000,None,33929000000,4419000000,29510000000,33900000000,1449000000,1284000000,12500000000,None,-17977000000,31246000000,629600000,AMGN
2018-09-30,USD,67333000000,38320000000,11956000000,30138000000,3017000000,3441000000,29013000000,4899000000,8000000000,22466000000,7782000000,14684000000,29635000000,509000000,18182000000,1941000000,1648000000,52984000000,12432000000,1042000000,None,5077000000,5077000000,40552000000,None,34400000000,5077000000,29350000000,34400000000,6313000000,1392000000,14349000000,None,-15987000000,31145000000,649000000,AMGN
2018-06-30,USD,67684000000,37970000000,10131000000,29595000000,3063000000,3504000000,29714000000,4922000000,7800000000,23167000000,8443000000,14724000000,29036000000,466000000,19464000000,2008000000,1625000000,52775000000,11205000000,1026000000,None,4288000000,4288000000,41570000000,None,34500000000,4288000000,30209000000,34500000000,5891000000,1443000000,14909000000,None,-15266000000,31048000000,649000000,AMGN
2018-03-31,USD,71164000000,40689000000,9741000000,32172000000,2952000000,3633000000,30475000000,4943000000,7700000000,23550000000,8779000000,14771000000,31670000000,409000000,22431000000,1932000000,1982000000,55544000000,10479000000,1089000000,None,2183000000,2183000000,45065000000,None,35541000000,2183000000,33358000000,35541000000,7207000000,1326000000,15620000000,None,-14387000000,31001000000,666400000,AMGN
2017-12-31,USD,79954000000,49476000000,3800000000,41678000000,2834000000,3237000000,30478000000,4989000000,7590000000,23370000000,8609000000,14761000000,41318000000,1027000000,37878000000,1727000000,2119000000,54713000000,9020000000,1352000000,None,1152000000,0,45693000000,None,35300000000,1152000000,34190000000,35300000000,6516000000,1238000000,25241000000,None,-5072000000,30992000000,722200000,AMGN
2017-09-30,USD,80331000000,49752000000,3000000000,41351000000,2927000000,3404000000,30579000000,4914000000,7500000000,23649000000,8873000000,14776000000,40949000000,None,38351000000,2070000000,2016000000,48102000000,8193000000,879000000,None,1999000000,1500000000,39909000000,None,35800000000,1999000000,33777000000,37300000000,5315000000,1268000000,32229000000,None,1774000000,30898000000,726600000,AMGN
2017-06-30,USD,79587000000,48442000000,2629000000,39227000000,2961000000,3560000000,31145000000,4980000000,7800000000,24327000000,9561000000,14766000000,38922000000,None,36598000000,2694000000,1838000000,47865000000,7815000000,883000000,None,1459000000,960000000,40050000000,None,35100000000,1459000000,33603000000,36060000000,5473000000,1543000000,31722000000,None,1378000000,30793000000,730700000,AMGN
2017-03-31,USD,77862000000,46456000000,3358000000,38398000000,2871000000,3248000000,31406000000,4960000000,7600000000,24679000000,9922000000,14757000000,38113000000,None,35040000000,1939000000,1767000000,47225000000,10523000000,902000000,None,3799000000,0,36702000000,None,34092000000,3799000000,30293000000,34092000000,5822000000,1497000000,30637000000,None,233000000,30766000000,736100000,AMGN
2016-12-31,USD,77626000000,46010000000,3241000000,38085000000,2745000000,3165000000,31616000000,4961000000,7466000000,25040000000,10279000000,14761000000,37781000000,813000000,34844000000,2015000000,1625000000,47751000000,11204000000,917000000,None,4403000000,605000000,36547000000,None,34600000000,4403000000,30193000000,35205000000,5884000000,1499000000,29875000000,None,-438000000,30784000000,738200000,AMGN
2021-08-01,USD,80688000000,13929000000,7519000000,7519000000,6410000000,None,7738000000,5612000000,None,4415000000,1267000000,3148000000,43912000000,188000000,688000000,54000000,3250000000,64955000000,10404000000,None,1259000000,10404000000,10381000000,32837000000,42000000,5277000000,15681000000,32280000000,5277000000,116000000,5272000000,15731000000,19780000000,35491000000,5031000000,311000000,DE
2021-05-02,USD,78979000000,13224000000,7182000000,7182000000,6042000000,None,7775000000,6012000000,None,4500000000,1310000000,3190000000,5552000000,182000000,668000000,42000000,3106000000,63883000000,24000000,None,1249000000,24000000,14017000000,33924000000,45000000,4106000000,14017000000,33346000000,4106000000,155000000,5305000000,15092000000,19052000000,34105000000,4999000000,312800000,DE
2021-01-31,USD,75480000000,12918000000,6962000000,6962000000,5956000000,None,7560000000,6030000000,None,4536000000,1342000000,3194000000,5371000000,178000000,667000000,45000000,3279000000,61394000000,20000000,None,1169000000,20000000,13193000000,33340000000,36000000,3969000000,13193000000,32772000000,3969000000,119000000,5374000000,14083000000,18377000000,32596000000,4942000000,313500000,DE
2020-11-01,USD,75091000000,12065000000,7066000000,7066000000,4999000000,None,23761000000,6102000000,None,4408000000,1327000000,3081000000,None,193000000,641000000,59000000,4546000000,62147000000,21000000,None,1090000000,8582000000,8561000000,38771000000,39000000,4682000000,13243000000,32734000000,4682000000,6242000000,5413000000,12937000000,18065000000,31646000000,4895000000,314100000,DE
