fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,symbol
2018-06-30,USD,-129664000,None,None,609782000,708035000,251800000,609813000,-70633000,733475000,-742706000,-682817000,398622000,0,None,0,None,None,None,None,0,0,0,31053000,None,-434806000,None,-718000000,TSLA
2018-03-31,USD,-398376000,None,None,324782000,541224000,245200000,655662000,169142000,322081000,-784627000,-728637000,371660000,0,None,0,None,None,None,None,0,0,0,94018000,None,-1369583000,None,-709000000,TSLA
2017-12-31,USD,509545000,None,None,389107000,-372876000,235100000,786688000,-81008000,-239970000,-771229000,-911642000,285978000,94894000,None,10847000,None,None,None,None,-175000,0,0,8941000,None,-162116000,4027000,-675350000,TSLA
2017-09-30,USD,-300562000,None,None,248363000,612296000,197500000,1116434000,182686000,25268000,-671163000,-1244727000,2101506000,80752000,None,11345000,None,None,None,None,0,0,0,69070000,None,494106000,8094000,-619376000,TSLA
2017-06-30,USD,-90981000,None,None,-6234000,52186000,176600000,959068000,14498000,269188000,-401427000,-1112688000,428767000,149320000,None,None,None,None,None,None,0,0,0,-106587000,None,-970669000,15952000,-336397000,TSLA
2017-03-31,USD,-54056000,None,None,8136000,-16037000,160100000,552624000,-91541000,124514000,-397181000,-926943000,1598749000,186355000,None,None,None,None,None,None,400175000,0,52883000,510365000,None,613377000,11382000,-330277000,TSLA
2016-12-31,USD,-1551561000,None,None,120081000,130652000,139400000,521612000,102587000,287536000,-219469000,-259406000,1372827000,212040000,None,None,None,None,None,None,0,0,0,10356000,None,308959000,-20908000,-121337000,TSLA
2021-09-30,USD,14090000000,1987000000,None,2180000000,797000000,1995000000,4314000000,555000000,None,9194000000,-330000000,-15252000000,12000000,13458000000,13458000000,None,None,None,None,None,None,None,-13458000000,None,11064000000,None,9194000000,FB
2021-06-30,USD,13247000000,6650000000,None,1513000000,3403000000,1986000000,4612000000,1366000000,None,10394000000,-8195000000,-8549000000,53000000,7079000000,7079000000,None,None,None,None,None,None,None,-7079000000,None,12254000000,None,10394000000,FB
2021-03-31,USD,12242000000,333000000,None,-1787000000,-378000000,1972000000,4272000000,-849000000,None,9497000000,-4874000000,-5185000000,-50000000,3939000000,3939000000,None,None,None,None,0,None,None,-3939000000,None,2183000000,None,9497000000,FB
2020-12-31,USD,14040000000,333000000,None,2349000000,2861000000,1863000000,4613000000,3059000000,None,11219000000,-5173000000,-3207000000,48000000,1929000000,1929000000,None,None,None,None,0,None,None,-1929000000,None,5660000000,None,11219000000,FB
2020-09-30,USD,9829000000,310000000,None,168000000,106000000,1698000000,3689000000,377000000,None,7846000000,-16599000000,-2911000000,-7000000,1725000000,1725000000,None,None,None,None,0,None,None,-1725000000,None,9426000000,None,7846000000,FB
2020-06-30,USD,3877000000,300000000,None,-4512000000,445000000,1704000000,3255000000,122000000,None,5178000000,-4178000000,-2152000000,63000000,1368000000,1368000000,None,None,None,None,0,None,None,-1368000000,None,6758000000,None,5178000000,FB
2020-03-31,USD,11001000000,279000000,None,683000000,-2001000000,1597000000,3558000000,-2046000000,None,4902000000,-4109000000,-2022000000,-80000000,1250000000,1250000000,None,None,None,None,0,None,None,-1250000000,None,4870000000,None,4902000000,FB
2019-12-31,USD,9083000000,264000000,None,623000000,1148000000,1468000000,4100000000,1697000000,None,7349000000,-4036000000,-2026000000,37000000,1296000000,1296000000,None,None,None,None,0,None,None,-1296000000,None,3021000000,None,7349000000,FB
2019-09-30,USD,9307000000,251000000,None,897000000,686000000,1416000000,3532000000,328000000,None,6091000000,-5050000000,-2019000000,-141000000,1148000000,1148000000,None,None,None,None,0,None,None,-1148000000,None,6091000000,None,6091000000,FB
2019-06-30,USD,8616000000,397000000,None,4365000000,1234000000,1502000000,3633000000,1006000000,None,2616000000,-4010000000,-1831000000,58000000,1145000000,1145000000,None,None,None,None,0,None,None,-1145000000,None,2616000000,None,2616000000,FB
2019-03-31,USD,9308000000,2000000,None,3238000000,-1195000000,1355000000,3837000000,-1070000000,None,2429000000,-6768000000,-1423000000,-177000000,613000000,613000000,None,None,None,None,0,None,None,-613000000,None,1117000000,None,2429000000,FB
2018-12-31,USD,7618000000,1000000,None,-197000000,1425000000,1225000000,4301000000,1564000000,None,6882000000,-3685000000,-3541000000,500000000,3500000000,3500000000,None,None,None,None,0,None,None,-3500000000,None,392000000,None,6882000000,FB
2018-09-30,USD,7498000000,0,None,642000000,520000000,1107000000,3342000000,489000000,None,5137000000,-4247000000,-5157000000,0,4256000000,4256000000,None,None,None,None,0,None,None,-4256000000,None,5137000000,None,5137000000,FB
2018-06-30,USD,6298000000,0,None,52000000,1241000000,1034000000,3460000000,627000000,None,5106000000,-2384000000,-4271000000,0,3349000000,3349000000,None,None,None,None,0,None,None,-3349000000,None,5106000000,None,5106000000,FB
2018-03-31,USD,7860000000,0,None,560000000,-445000000,949000000,2812000000,-788000000,None,4988000000,-1287000000,-2603000000,0,1774000000,1774000000,None,None,None,None,0,None,None,-1774000000,None,3970000000,None,4988000000,FB
2017-12-31,USD,7671000000,0,None,2789000000,908000000,853000000,2263000000,1374000000,None,4269000000,-5003000000,-1843000000,None,958000000,958000000,None,None,None,None,0,None,None,-958000000,None,878000000,43000000,4269000000,FB
2017-09-30,USD,6127000000,0,None,162000000,467000000,772000000,1755000000,458000000,None,4707000000,-3729000000,-1531000000,None,640000000,640000000,None,None,None,None,0,None,None,-640000000,None,949000000,67000000,4707000000,FB
2017-06-30,USD,5360000000,0,None,225000000,547000000,729000000,1444000000,386000000,None,3894000000,-5466000000,-869000000,None,150000000,150000000,None,None,None,None,0,None,None,-150000000,None,-852000000,97000000,3894000000,FB
2017-03-31,USD,5058000000,0,None,263000000,-275000000,671000000,1271000000,-609000000,None,3064000000,-5920000000,-992000000,None,228000000,228000000,None,None,None,None,0,None,None,-228000000,None,-1799000000,26000000,3064000000,FB
2016-12-31,USD,4930000000,-1420000000,None,1787000000,891000000,614000000,1269000000,1011000000,None,4273000000,-2028000000,4000000,None,0,0,None,None,None,None,0,None,None,0,None,2865000000,-94000000,3569000000,FB
2021-10-31,USD,1519000000,None,None,None,None,143000000,222000000,-366000000,118000000,2464000000,-4439000000,-1420000000,None,None,None,None,100000000,1000000,None,None,None,None,None,None,2923000000,None,2464000000,NVDA
2021-08-01,USD,2682000000,None,None,None,None,138000000,183000000,-562000000,123000000,2374000000,-2533000000,4501000000,None,None,None,None,100000000,99000000,None,None,None,None,None,None,2739000000,None,2374000000,NVDA
2021-05-02,USD,1874000000,39000000,None,117000000,752000000,137000000,298000000,595000000,159000000,1912000000,-1272000000,-471000000,None,0,0,None,99000000,99000000,None,0,0,0,0,None,131000000,None,1912000000,NVDA
2021-01-31,USD,2067000000,176000000,None,163000000,202000000,633000000,283000000,-117000000,334000000,1457000000,-3129000000,-342000000,None,0,0,None,99000000,99000000,None,0,0,0,0,None,-1404000000,None,1457000000,NVDA
2020-10-25,USD,1279000000,53000000,None,279000000,998000000,519000000,473000000,462000000,93000000,1336000000,-2001000000,-301000000,None,None,None,None,99000000,99000000,None,None,None,None,None,None,1620000000,None,1336000000,NVDA
2020-07-26,USD,1567000000,66000000,None,3000000,-140000000,284000000,217000000,-44000000,-54000000,622000000,-13490000000,-297000000,None,None,None,None,99000000,99000000,None,None,None,None,None,None,831000000,None,622000000,NVDA
2020-04-26,USD,909000000,31000000,None,81000000,408000000,7000000,155000000,249000000,151000000,917000000,-1055000000,4744000000,None,None,None,None,98000000,98000000,None,None,None,None,88000000,None,4598000000,None,917000000,NVDA
2020-01-26,USD,1465000000,79000000,None,234000000,113000000,361000000,145000000,201000000,-66000000,2015000000,-151000000,-183000000,None,0,0,None,98000000,98000000,None,None,0,None,3000000,None,2015000000,None,950000000,NVDA
2019-10-27,USD,1640000000,28000000,None,112000000,-277000000,6000000,103000000,-105000000,-153000000,899000000,1256000000,-236000000,None,0,0,None,98000000,97000000,None,None,None,None,63000000,None,996000000,None,899000000,NVDA
2019-07-28,USD,936000000,26000000,None,128000000,63000000,6000000,113000000,319000000,-225000000,552000000,3545000000,-148000000,None,0,0,None,97000000,98000000,None,None,None,None,None,None,653000000,None,552000000,NVDA
2019-04-28,USD,720000000,None,None,-252000000,-340000000,7000000,128000000,-182000000,-153000000,394000000,1495000000,-225000000,None,0,0,None,97000000,97000000,None,None,None,None,83000000,None,1990000000,None,394000000,NVDA
2019-01-27,USD,898000000,None,None,-160000000,-651000000,238000000,203000000,-794000000,156000000,1207000000,40000000,-877000000,None,724000000,724000000,None,98000000,98000000,None,None,0,None,-724000000,None,61000000,None,567000000,NVDA
2018-10-28,USD,487000000,None,None,103000000,906000000,7000000,150000000,557000000,325000000,1230000000,219000000,-703000000,None,200000000,200000000,None,91000000,91000000,None,None,None,None,-200000000,None,3000000,None,1230000000,NVDA
2018-07-29,USD,913000000,None,None,327000000,741000000,6000000,129000000,442000000,293000000,1101000000,-805000000,-155000000,None,0,0,None,91000000,91000000,None,None,None,None,0,None,-47000000,None,1101000000,NVDA
2018-04-29,USD,1445000000,2000000,None,-59000000,-16000000,11000000,118000000,-56000000,2000000,1244000000,-3551000000,-1131000000,None,655000000,655000000,None,91000000,91000000,None,None,None,None,-655000000,None,-3237000000,None,1244000000,NVDA
2018-01-28,USD,1358000000,50000000,None,559000000,-10000000,157000000,416000000,98000000,-61000000,1801000000,-24000000,-134000000,None,0,0,None,91000000,91000000,None,None,0,None,0,None,1200000000,None,1118000000,NVDA
2017-10-29,USD,1157000000,0,None,66000000,-34000000,13000000,69000000,-45000000,0,838000000,286000000,-629000000,None,151000000,151000000,None,84000000,84000000,None,None,None,None,-151000000,None,814000000,None,838000000,NVDA
2017-07-30,USD,705000000,0,None,166000000,284000000,15000000,54000000,237000000,34000000,583000000,262000000,-968000000,None,758000000,758000000,None,84000000,84000000,None,None,None,None,0,None,-1000000,None,583000000,NVDA
2017-04-30,USD,282000000,2000000,None,-220000000,179000000,16000000,54000000,150000000,27000000,507000000,754000000,-813000000,None,0,0,None,82000000,82000000,None,0,0,0,0,None,223000000,None,507000000,NVDA
2017-01-29,USD,721000000,12000000,None,88000000,97000000,137000000,51000000,-7000000,114000000,1303000000,-373000000,-522000000,None,230000000,230000000,None,76000000,76000000,None,None,0,None,-230000000,None,-174000000,None,655000000,NVDA
2021-09-30,TWD,318706205000,None,None,None,None,107026739000,190193824000,None,-11795045000,None,-177020171000,-35324680000,None,None,None,None,64825953000,64825953000,None,None,None,None,None,None,None,None,173867203000,TSM
2021-06-30,TWD,187439494000,None,None,None,None,103805182000,170513981000,None,-15871139000,None,-169750998000,75030643000,None,None,None,None,64825949000,64825949000,None,None,None,None,None,None,None,None,149375511000,TSM
2021-03-31,TWD,259130572000,None,None,None,None,97561795000,92008550000,None,-27843910000,None,-244251414000,-101203808000,None,None,None,None,64825947000,64825947000,None,None,None,None,None,None,None,None,161076481000,TSM
2020-12-31,TWD,259130572000,None,None,None,None,97561795000,89513150000,None,-27843910000,None,-90958613000,-101203808000,None,None,None,None,64825947000,64825947000,None,None,None,None,None,None,None,None,142766434000,TSM
2020-09-30,TWD,190171227000,None,None,None,None,94733076000,101720285000,None,-23721392000,None,-96079669000,47434066000,None,None,None,None,64825951000,64825951000,None,None,None,None,None,None,None,None,155124003000,TSM
2020-06-30,TWD,170334959000,None,None,None,None,70875252000,134339955000,None,-7510260000,None,-129750164000,5912053000,None,None,None,None,64825951000,64825951000,None,None,None,None,None,None,None,None,120822193000,TSM
2020-03-31,TWD,203029442000,None,None,None,None,68554477000,193405710000,0,4703362000,None,-188993268000,-40757411000,None,None,None,None,64825951000,64825951000,None,None,None,None,0,None,0,0,116986720000,TSM
2019-12-31,TWD,202955000000,None,None,None,None,67532000000,170009000000,0,0.02,None,-171605106000,-17184000000,None,None,None,None,51861000000,51861000000,None,None,None,None,0,None,0,0,116035000000,TSM
2019-09-30,TWD,141753000000,None,None,None,None,66756000000,98118000000,0,11546149000,None,-287196541000,-229112000000,None,None,None,None,207443000000,207443000000,None,None,None,None,0,None,0,0,101069886000,TSM
2019-06-30,TWD,117761028000,None,None,None,None,75048350000,116933823000,0,450503000,None,-178906424000,-930502000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,66764850000,TSM
2019-03-31,TWD,152670278000,None,None,None,None,77547804000,78043144000,0,-5451406000,None,-2318.45,-22412645000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,61393851000,TSM
2018-12-31,TWD,189372000000,None,None,None,None,76030000000,114105000000,0,2105575000,None,-4386.04,14284000000,None,None,None,None,7759.22,7759.22,None,None,None,None,0,None,0,0,99984000000,TSM
2018-09-30,TWD,94082482000,None,None,None,None,73609817000,71497989000,0,-6304499000,None,-2077341286.21,-172434686000,None,None,None,None,207443044000,207443044000,None,None,None,None,0,None,0,0,89071628000,TSM
2018-06-30,TWD,129773360000,None,None,None,None,71408684000,60849798000,None,-13835924000,None,-1966822144.74,-29346300000,None,None,None,None,6791502365.40,6791502365.40,None,None,None,None,0,None,None,None,72290539000,TSM
2018-03-31,TWD,160725918000,None,None,None,None,71497877000,72069733000,None,-11335152000,None,-73459190000,-57627226000,None,None,None,None,207443044000,207443044000,None,None,None,None,None,None,None,None,89784622000,TSM
2017-12-31,TWD,204126342000,None,None,None,None,70813463000,62803089000,None,-17454000,None,-336164900000,9644163000,None,None,None,None,37000,37000,None,None,None,None,-3800000,None,None,None,101172946000,TSM
2017-09-30,TWD,116783434000,None,None,None,None,71164662000,63420625000,None,-12883354000,None,-65662683000,-212792956000,None,None,None,None,181512663000,181512663000,None,None,None,None,None,None,None,None,89925437000,TSM
2017-06-30,TWD,103400380000,None,None,None,None,57992390000,106241555000,None,-10621503000,None,-98219755000,-638888000,None,None,None,None,181512663000,181512663000,None,None,None,None,None,None,None,None,66271019000,TSM
2017-03-31,TWD,161008044000,None,None,None,None,60172185000,103423231000,None,-1706789000,None,-109230259000,-11909919000,None,None,None,None,181512663000,181512663000,None,None,None,None,None,None,None,None,87628898000,TSM
2016-12-31,TWD,185219797000,None,None,None,None,56437557000,113796437000,None,5199974000,None,-395439700000,24301386000,None,None,None,None,17000,17000,None,None,None,None,-7300000,None,None,None,97666830000,TSM
2016-09-30,TWD,126409559000,None,None,None,None,56268794000,104981237000,None,6823670000,None,-106884722000,-169191709000,None,None,None,None,155582283000,155582283000,None,None,None,None,None,None,None,None,96759056000,TSM
2021-09-30,USD,23331000000,1421000000,None,-7147000000,89289000000,1928000000,None,8781000000,None,11687000000,-62275000000,97047000000,8341000000,5286000000,5286000000,None,3158000000,3158000000,None,None,13505000000,2000000000,-3286000000,None,12305000000,None,11687000000,JPM
